task_id,task_description,category,priority,status,created_date,due_date,estimated_hours,story_points,assignee_id,assignee_experience_years,assignee_open_tasks,days_to_deadline
TASK-13762,Create end-to-end test scenarios for the login page,Testing,Low,Completed,2026-04-18,2026-05-15,3.8,3.0,USER-08,13.1,7,27
TASK-13597,Prototype a machine learning approach for the mobile app,Research,Low,In Progress,2026-04-27,2026-05-12,9.1,3.0,USER-25,7.1,17,15
TASK-14711,Correct the wrong currency formatting shown on the landing page,Bug Fix,Medium,Completed,2026-06-01,2026-06-07,4.0,1.0,USER-08,13.1,7,6
TASK-11318,Set up monitoring for the file upload service,Maintenance,Low,Open,2026-06-15,2026-06-24,8.5,2.0,USER-25,7.1,17,9
TASK-11863,Write unit tests covering edge cases of the billing system,Testing,Medium,Open,2026-05-03,2026-05-20,8.2,13.0,USER-16,3.2,2,17
TASK-12343,Evaluate third-party libraries for improving the checkout flow,Research,Low,Open,2026-01-27,2026-02-17,15.1,3.0,USER-11,0.8,18,21
TASK-12449,Implement pagination and lazy loading for the search API,Feature,Critical,Completed,2026-06-26,2026-07-10,52.0,3.0,USER-20,4.7,12,14
TASK-12136,Resolve the 500 error thrown by the user dashboard under heavy load,Maintenance,Medium,In Progress,2026-06-09,2026-06-13,6.3,2.0,USER-25,7.1,17,4
TASK-11065,Set up the staging environment for the order tracking page,Deployment,High,In Progress,2026-03-25,2026-03-28,7.5,1.0,USER-10,10.8,7,3
TASK-15868,Set up automated regression tests for the chat widget,Testing,High,Completed,2026-05-29,2026-06-04,5.0,1.0,USER-06,2.8,5,6
TASK-14227,Configure CI/CD pipeline for the billing system,Deployment,Medium,Completed,2026-03-05,2026-03-14,7.3,13.0,USER-18,8.1,15,9
TASK-12621,Resolve the 500 error thrown by the chat widget under heavy load,Bug Fix,Critical,Open,2026-04-16,2026-04-17,2.6,13.0,USER-02,14.3,19,1
TASK-10077,Investigate and fix duplicate records created by the chat widget,Bug Fix,Medium,Open,2026-02-23,2026-02-26,2.7,3.0,USER-23,4.7,3,3
TASK-12898,Review and improve test coverage of the authentication service,Testing,Low,Open,2026-01-20,2026-02-03,4.3,3.0,USER-01,5.9,15,14
TASK-16148,Create an auto-save draft feature for the authentication service,Deployment,Medium,Open,2026-01-29,2026-02-22,11.5,2.0,USER-25,7.1,17,24
TASK-14820,Add integration tests for the notification service endpoints,Testing,Medium,In Progress,2026-01-23,2026-01-26,5.9,1.0,USER-25,7.1,17,3
TASK-11314,Review recent changes made to the landing page,Maintenance,Medium,Completed,2026-02-21,2026-02-28,7.5,2.0,USER-02,14.3,19,7
TASK-15947,Check why the user dashboard is not working as expected,Bug Fix,High,Completed,2026-06-22,2026-06-27,6.1,2.0,USER-17,4.9,20,5
TASK-17081,Write the user guide for the database layer,Documentation,Medium,Completed,2026-03-07,2026-04-04,4.5,5.0,USER-24,5.8,14,28
TASK-10872,Fix broken layout of the login page on small screens,Bug Fix,High,Open,2026-05-01,2026-05-04,6.6,2.0,USER-16,3.2,2,3
TASK-13850,Prepare the order tracking page for the next release,Testing,Medium,Completed,2026-02-01,2026-02-06,6.4,13.0,USER-20,4.7,12,5
TASK-15468,Review recent changes made to the order tracking page,Maintenance,Low,Open,2026-06-25,2026-07-08,2.3,5.0,USER-19,6.8,7,13
TASK-15951,Fix broken layout of the order tracking page on small screens,Bug Fix,Low,Open,2026-05-19,2026-05-25,3.1,1.0,USER-23,4.7,3,6
TASK-17749,Fix the crash in the search API when the user submits an empty form,Bug Fix,High,Open,2026-01-12,2026-01-18,4.8,3.0,USER-23,4.7,3,6
TASK-12965,Create an auto-save draft feature for the report module,Feature,Low,Open,2026-01-31,2026-02-22,15.1,3.0,USER-13,12.6,14,22
TASK-13391,Investigate the slow response of the analytics pipeline,Research,Medium,Completed,2026-06-30,2026-07-19,4.8,5.0,USER-22,2.5,15,19
TASK-15415,Resolve the 500 error thrown by the order tracking page under heavy load,Bug Fix,Medium,Open,2026-05-17,2026-05-22,3.6,1.0,USER-15,3.1,9,5
TASK-12560,Create onboarding notes explaining how the landing page works,Documentation,Low,In Progress,2026-02-18,2026-02-27,2.3,1.0,USER-07,1.3,19,9
TASK-17936,Update the admin panel after the recent review comments,Maintenance,Low,Blocked,2026-02-13,2026-03-13,5.9,1.0,USER-10,10.8,7,28
TASK-12635,Patch the memory leak in the file upload service background worker,Bug Fix,High,Open,2026-06-18,2026-06-21,2.9,1.0,USER-25,7.1,17,3
TASK-15256,Investigate and fix duplicate records created by the landing page,Bug Fix,Medium,Open,2026-05-13,2026-05-24,5.9,1.0,USER-08,13.1,7,11
TASK-13530,Implement dark mode support for the checkout flow,Feature,High,Open,2026-02-03,2026-03-06,25.8,8.0,USER-02,14.3,19,31
TASK-10375,Correct the wrong currency formatting shown on the user dashboard,Bug Fix,High,Open,2026-06-03,2026-06-09,4.6,2.0,USER-01,5.9,15,6
TASK-11908,Archive old logs generated by the authentication service,Maintenance,Low,In Progress,2026-05-14,2026-06-02,8.8,2.0,USER-02,14.3,19,19
TASK-14429,Set up automated regression tests for the user dashboard,Testing,Low,Open,2026-01-21,2026-02-07,5.7,1.0,USER-02,14.3,19,17
TASK-17014,Implement dark mode support for the mobile app,Feature,Low,Blocked,2026-04-05,2026-04-20,16.1,3.0,USER-22,2.5,15,15
TASK-17092,Roll back the faulty release of the file upload service and verify stability,Feature,Critical,Completed,2026-01-26,2026-01-28,2.7,1.0,USER-19,6.8,7,2
TASK-14027,Patch the memory leak in the landing page background worker,Bug Fix,Medium,Completed,2026-04-02,2026-04-07,4.0,8.0,USER-24,5.8,14,5
TASK-16461,Add role-based access control to the billing system,Feature,High,Open,2026-02-25,2026-03-05,11.5,3.0,USER-22,2.5,15,8
TASK-11604,[HIGH IMPACT] Migrate the chat widget to the new cloud infrastructure,Deployment,Critical,Blocked,2026-01-31,2026-02-02,12.9,8.0,USER-02,14.3,19,2
TASK-11118,Resolve the 500 error thrown by the login page under heavy load,Bug Fix,Medium,Open,2026-01-11,2026-01-16,6.1,1.0,USER-14,3.6,18,5
TASK-13677,Update configuration for the inventory module,Deployment,Medium,Completed,2026-05-21,2026-05-26,6.1,1.0,USER-16,3.2,2,5
TASK-13490,Investigate the slow response of the email scheduler,Research,Low,In Progress,2026-05-23,2026-06-22,7.3,5.0,USER-25,7.1,17,30
TASK-17876,Containerize the user dashboard and update the deployment scripts,Deployment,Critical,Completed,2026-04-19,2026-04-20,8.6,2.0,USER-01,5.9,15,1
TASK-16039,Improve error handling in the checkout flow,Maintenance,Medium,In Progress,2026-03-25,2026-04-08,5.0,1.0,USER-24,5.8,14,14
TASK-12958,Look into user reports about the billing system,Research,Medium,Completed,2026-02-02,2026-03-21,15.7,5.0,USER-12,14.6,4,47
TASK-11994,Build a filtering and sorting option for the analytics pipeline,Feature,High,Completed,2026-04-16,2026-05-20,18.5,13.0,USER-11,0.8,18,34
TASK-17047,Set up the staging environment for the landing page,Deployment,Critical,Completed,2026-03-03,2026-03-05,3.3,1.0,USER-15,3.1,9,2
TASK-12376,Update configuration for the email scheduler,Documentation,Low,Open,2026-03-17,2026-04-13,4.9,1.0,USER-25,7.1,17,27
TASK-17422,Investigate the slow response of the order tracking page,Bug Fix,High,In Progress,2026-03-18,2026-03-21,5.5,8.0,USER-21,9.4,8,3
TASK-11342,Fix broken layout of the login page on small screens,Bug Fix,Critical,Open,2026-06-09,2026-06-11,3.2,1.0,USER-21,9.4,8,2
TASK-10320,Investigate the slow response of the checkout flow,Research,High,In Progress,2026-05-06,2026-06-27,20.7,5.0,USER-14,3.6,18,52
TASK-11619,Check why the mobile app is not working as expected,Bug Fix,Medium,Completed,2026-03-06,2026-03-10,1.4,1.0,USER-25,7.1,17,4
TASK-13713,Fix the timeout issue in the landing page when the network is slow,Bug Fix,Critical,Completed,2026-05-09,2026-05-10,4.9,1.0,USER-06,2.8,5,1
TASK-17419,Clean up and reorganize the authentication service,Documentation,Medium,Open,2026-01-29,2026-02-03,2.6,8.0,USER-16,3.2,2,5
TASK-12060,Investigate the slow response of the authentication service,Maintenance,Low,Open,2026-04-25,2026-05-15,8.4,2.0,USER-08,13.1,7,20
TASK-12219,Add integration tests for the authentication service endpoints,Testing,Low,Open,2026-01-05,2026-01-19,3.3,1.0,USER-24,5.8,14,14
TASK-11673,Review and improve test coverage of the billing system,Testing,Low,Open,2026-04-15,2026-04-23,3.6,1.0,USER-10,10.8,7,8
TASK-16038,Create an auto-save draft feature for the profile settings,Feature,High,Completed,2026-05-23,2026-06-08,15.3,13.0,USER-14,3.6,18,16
TASK-10260,Clean up and reorganize the authentication service,Maintenance,Low,Blocked,2026-02-13,2026-03-05,6.8,2.0,USER-24,5.8,14,20
TASK-17159,URGENT: Set up monitoring for the inventory module,Feature,High,Blocked,2026-01-29,2026-02-07,9.9,1.0,USER-08,13.1,7,9
TASK-12039,Fix broken layout of the search API on small screens,Feature,Critical,Blocked,2026-06-29,2026-07-01,1.6,3.0,USER-01,5.9,15,2
TASK-14785,Perform load testing on the analytics pipeline before release,Testing,Low,Completed,2026-03-19,2026-03-30,5.5,1.0,USER-12,14.6,4,11
TASK-10901,Implement dark mode support for the authentication service,Feature,Low,Completed,2026-01-19,2026-02-02,8.1,13.0,USER-11,0.8,18,14
TASK-13744,Check why the file upload service is not working as expected,Bug Fix,Critical,In Progress,2026-06-18,2026-06-19,1.9,1.0,USER-06,2.8,5,1
TASK-16402,Resolve the 500 error thrown by the user dashboard under heavy load,Bug Fix,High,Blocked,2026-01-14,2026-01-23,2.8,3.0,USER-20,5.9,12,9
TASK-12026,Implement dark mode support for the search API,Feature,High,Open,2026-02-05,2026-02-17,15.1,3.0,USER-16,3.2,2,12
TASK-14234,Analyze user feedback collected from the order tracking page,Research,High,Completed,2026-01-28,2026-02-05,8.5,2.0,USER-15,3.1,9,8
TASK-11917,Implement dark mode support for the order tracking page,Feature,Medium,Open,2026-03-27,2026-05-08,14.1,2.0,USER-02,14.3,19,42
TASK-11828,Implement dark mode support for the order tracking page,Feature,High,Completed,2026-05-27,2026-06-04,18.6,2.0,USER-11,0.8,18,8
TASK-11573,Update dependencies and re-test the authentication service,Deployment,Medium,Open,2026-03-14,2026-03-21,12.7,3.0,USER-24,5.8,14,7
TASK-14415,Configure CI/CD pipeline for the file upload service,Deployment,Medium,In Progress,2026-05-17,2026-06-02,5.3,13.0,USER-17,4.9,20,16
TASK-14749,Clean up and reorganize the mobile app,Documentation,High,Completed,2026-06-08,2026-06-11,3.4,1.0,USER-08,13.1,7,3
TASK-16233,Check why the authentication service is not working as expected,Bug Fix,Critical,In Progress,2026-02-12,2026-02-13,4.1,1.0,USER-07,1.3,19,1
TASK-17115,Upgrade outdated dependencies used by the landing page,Feature,Low,Completed,2026-01-10,2026-01-26,3.9,2.0,USER-20,4.7,12,16
TASK-14654,Migrate the checkout flow to the new cloud infrastructure,Deployment,High,Open,2026-06-19,2026-06-25,2.0,8.0,USER-22,2.5,15,6
TASK-16283,Verify the payment gateway works after the latest update,Deployment,High,Open,2026-01-20,2026-02-02,13.9,3.0,USER-24,5.8,14,13
TASK-14208,Perform load testing on the admin panel before release,Testing,Medium,Open,2026-05-09,2026-05-14,6.6,2.0,USER-13,12.6,14,5
TASK-14627,Add multi-language support to the user dashboard,Feature,Medium,Completed,2026-01-17,2026-02-03,15.0,3.0,USER-14,3.6,18,17
TASK-10224,Look into user reports about the email scheduler,Bug Fix,Critical,Open,2026-06-28,2026-06-30,3.1,8.0,USER-18,8.1,15,2
TASK-10723,Add integration tests for the database layer endpoints,Feature,Low,Open,2026-02-11,2026-02-19,3.8,3.0,USER-14,3.6,18,8
TASK-17272,Write the user guide for the user dashboard,Documentation,Low,Blocked,2026-02-16,2026-03-14,2.1,2.0,USER-05,2.8,3,26
TASK-11141,Set up monitoring for the login page,Deployment,High,In Progress,2026-01-05,2026-01-11,6.2,2.0,USER-01,5.9,15,6
TASK-15529,Investigate and fix duplicate records created by the order tracking page,Bug Fix,Medium,Completed,2026-05-30,2026-06-07,4.8,1.0,USER-07,1.3,19,8
TASK-16469,Implement dark mode support for the profile settings,Feature,Low,In Progress,2026-01-16,2026-02-04,8.2,13.0,USER-05,2.8,3,19
TASK-15764,Fix the timeout issue in the admin panel when the network is slow,Bug Fix,Critical,Open,2026-02-03,2026-02-11,8.7,8.0,USER-13,12.6,14,8
TASK-17967,Verify the database layer works after the latest update,Feature,Critical,Completed,2026-04-07,2026-04-08,4.9,1.0,USER-21,9.4,8,1
TASK-15554,Set up monitoring for the mobile app,Deployment,Critical,In Progress,2026-01-17,2026-01-19,2.8,1.0,USER-23,4.7,3,2
TASK-17689,Write unit tests covering edge cases of the notification service,Testing,Low,Open,2026-03-05,2026-03-10,5.4,1.0,USER-05,2.8,3,5
TASK-12762,Fix broken layout of the analytics pipeline on small screens,Bug Fix,High,Blocked,2026-05-25,2026-05-29,4.9,1.0,USER-05,2.8,3,4
TASK-10846,Rotate credentials and update secrets for the order tracking page,Maintenance,Low,Blocked,2026-04-22,2026-05-01,3.8,5.0,USER-25,7.1,17,9
TASK-14289,Investigate and fix duplicate records created by the order tracking page,Bug Fix,Medium,Open,2026-05-23,2026-06-02,3.8,1.0,USER-04,9.2,20,10
TASK-15560,Set up automated regression tests for the profile settings,Testing,Low,In Progress,2026-03-13,2026-03-24,6.2,2.0,USER-17,4.9,20,11
TASK-16717,Deploy the latest release of the payment gateway to production,Deployment,Critical,In Progress,2026-03-15,2026-03-16,4.0,8.0,USER-14,3.6,18,1
TASK-15042,Write the user guide for the notification service,Documentation,Low,In Progress,2026-03-11,2026-04-19,2.4,3.0,USER-19,6.8,7,39
TASK-16117,Fix broken layout of the landing page on small screens,Bug Fix,Medium,Open,2026-06-07,2026-06-14,3.5,13.0,USER-11,0.8,18,7
TASK-12551,Create end-to-end test scenarios for the mobile app,Testing,Low,In Progress,2026-04-02,2026-04-23,2.8,1.0,USER-06,2.8,5,21
TASK-15725,Fix the timeout issue in the inventory module when the network is slow,Bug Fix,High,Open,2026-02-09,2026-02-13,3.6,1.0,USER-10,10.8,7,4
TASK-12928,Clean up and reorganize the search API,Documentation,Medium,Open,2026-06-20,2026-06-27,3.4,1.0,USER-15,3.1,9,7
TASK-10117,Clean up dead code and unused assets in the report module,Maintenance,Low,Open,2026-05-28,2026-06-13,4.7,5.0,USER-19,6.8,7,16
TASK-10645,Add role-based access control to the authentication service,Feature,Medium,In Progress,2026-05-30,2026-06-04,8.3,2.0,USER-10,10.8,7,5
TASK-15966,Look into user reports about the user dashboard,Feature,Medium,Completed,2026-06-28,2026-08-15,4.7,1.0,USER-16,5.9,2,48
TASK-10003,Improve error handling in the inventory module,Bug Fix,Critical,Open,2026-02-24,2026-02-25,6.9,3.0,USER-11,0.8,18,1
TASK-14170,Fix the crash in the authentication service when the user submits an empty form,Bug Fix,Critical,In Progress,2026-01-09,2026-01-11,11.4,2.0,USER-18,8.1,15,2
TASK-15851,Add multi-language support to the checkout flow,Feature,Medium,Completed,2026-02-16,2026-02-22,11.2,2.0,USER-05,2.8,3,6
TASK-10467,Analyze current behavior of the user dashboard,Testing,Medium,Completed,2026-06-26,2026-07-04,7.3,13.0,USER-08,13.1,7,8
TASK-10005,Prototype a machine learning approach for the user dashboard,Research,Low,Completed,2026-05-23,2026-06-11,11.8,13.0,USER-18,8.1,15,19
TASK-15342,Create onboarding notes explaining how the file upload service works,Documentation,High,Blocked,2026-06-16,2026-06-18,3.4,5.0,USER-19,6.8,7,2
TASK-10919,Optimize slow database queries behind the order tracking page,Maintenance,Medium,Completed,2026-02-11,2026-02-24,6.7,1.0,USER-03,11.1,12,13
TASK-12595,Investigate and fix duplicate records created by the authentication service,Bug Fix,Medium,Open,2026-05-09,2026-05-16,5.2,2.0,USER-18,8.1,15,7
TASK-14324,Fix incorrect totals displayed in the file upload service after a refund,Maintenance,Critical,In Progress,2026-03-20,2026-03-22,4.2,1.0,USER-20,4.7,12,2
TASK-11063,Add role-based access control to the database layer,Feature,Medium,Completed,2026-03-16,2026-03-31,6.3,2.0,USER-15,3.1,9,15
TASK-12590,Roll back the faulty release of the user dashboard and verify stability,Research,Medium,Open,2026-04-30,2026-05-11,3.4,1.0,USER-05,2.8,3,11
TASK-10242,Improve performance of the email scheduler,Feature,Medium,In Progress,2026-03-04,2026-04-07,9.8,2.0,USER-11,0.8,18,34
TASK-17057,Migrate the database layer to the new cloud infrastructure,Deployment,Medium,Open,2026-01-30,2026-02-08,6.3,5.0,USER-22,2.5,15,9
TASK-11160,Patch the memory leak in the file upload service background worker,Bug Fix,Low,In Progress,2026-01-17,2026-01-24,4.6,13.0,USER-04,9.2,20,7
TASK-12870,Create onboarding notes explaining how the search API works,Documentation,Low,Open,2026-06-29,2026-07-26,1.3,8.0,USER-11,0.8,18,27
TASK-13735,Improve error handling in the admin panel,Deployment,Critical,Completed,2026-01-06,2026-01-08,7.9,2.0,USER-08,13.1,7,2
TASK-17413,Write unit tests covering edge cases of the analytics pipeline,Testing,Medium,Open,2026-04-15,2026-04-21,6.2,3.0,USER-23,4.7,3,6
TASK-12397,Analyze user feedback collected from the billing system,Research,Low,In Progress,2026-05-01,2026-06-28,15.4,3.0,USER-02,14.3,19,58
TASK-13517,Investigate the slow response of the inventory module,Research,Low,In Progress,2026-01-12,2026-01-21,6.5,5.0,USER-16,3.2,2,9
TASK-13421,Add integration tests for the report module endpoints,Testing,High,Completed,2026-03-10,2026-03-17,3.6,1.0,USER-11,0.8,18,7
TASK-12563,Check why the admin panel is not working as expected,Bug Fix,Medium,In Progress,2026-05-05,2026-05-09,1.6,13.0,USER-19,6.8,7,4
TASK-16767,ASAP - Optimize slow database queries behind the inventory module,Maintenance,High,Open,2026-02-14,2026-02-21,6.3,2.0,USER-16,3.2,2,7
TASK-15622,Refactor the inventory module to reduce technical debt,Maintenance,Medium,Open,2026-05-22,2026-06-19,7.2,2.0,USER-02,14.3,19,28
TASK-11605,Rotate credentials and update secrets for the billing system,Maintenance,Medium,Completed,2026-03-14,2026-04-02,6.8,13.0,USER-24,5.8,14,19
TASK-17812,Implement two-factor authentication in the report module,Feature,Low,Completed,2026-02-20,2026-04-17,9.8,8.0,USER-10,10.8,7,56
TASK-12324,Optimize slow database queries behind the authentication service,Maintenance,Medium,In Progress,2026-01-12,2026-01-20,10.2,1.0,USER-05,2.8,3,8
TASK-12709,Document and fix the issues found in the inventory module,Feature,Medium,In Progress,2026-02-16,2026-02-26,1.7,1.0,USER-02,14.3,19,10
TASK-17123,Containerize the user dashboard and update the deployment scripts,Deployment,Low,Open,2026-06-13,2026-06-25,2.4,2.0,USER-11,0.8,18,12
TASK-11312,[HIGH IMPACT] Set up the staging environment for the analytics pipeline,Deployment,Critical,In Progress,2026-02-04,2026-02-06,14.4,3.0,USER-11,0.8,18,2
TASK-13448,Investigate and fix duplicate records created by the login page,Bug Fix,Medium,Open,2026-02-14,2026-02-19,5.9,2.0,USER-25,7.1,17,5
TASK-13812,Add bulk export to CSV from the notification service,Feature,Medium,Completed,2026-06-28,2026-08-07,14.3,2.0,USER-01,5.9,15,40
TASK-16085,Prepare a troubleshooting FAQ for the checkout flow,Documentation,Medium,Blocked,2026-05-25,2026-06-04,7.1,8.0,USER-25,7.1,17,10
TASK-17539,URGENT: Deploy the latest release of the notification service to production,Deployment,Critical,Blocked,2026-06-02,2026-06-05,4.3,1.0,USER-21,9.4,8,3
TASK-12362,Document the deployment steps for the file upload service,Documentation,Medium,Completed,2026-03-13,2026-03-21,5.5,8.0,USER-08,13.1,7,8
TASK-11975,URGENT: Investigate and fix duplicate records created by the database layer,Bug Fix,High,In Progress,2026-03-09,2026-03-15,5.5,2.0,USER-23,4.7,3,6
TASK-13514,Analyze current behavior of the search API,Testing,Low,In Progress,2026-04-11,2026-04-15,3.8,1.0,USER-06,2.8,5,4
TASK-11761,URGENT: Fix the crash in the email scheduler when the user submits an empty form,Bug Fix,Critical,In Progress,2026-04-05,2026-04-06,4.2,1.0,USER-19,6.8,7,1
TASK-15401,Investigate and fix duplicate records created by the notification service,Bug Fix,Critical,Open,2026-06-25,2026-06-26,4.6,1.0,USER-14,3.6,18,1
TASK-12739,Update the API reference after the recent changes to the analytics pipeline,Documentation,Low,Open,2026-06-17,2026-07-20,4.7,5.0,USER-25,7.1,17,33
TASK-15637,Perform load testing on the analytics pipeline before release,Feature,Low,Completed,2026-06-18,2026-06-27,5.2,1.0,USER-14,3.6,18,9
TASK-17549,Implement pagination and lazy loading for the order tracking page,Feature,Medium,Open,2026-01-12,2026-01-27,11.6,5.0,USER-21,9.4,8,15
TASK-12472,Update configuration for the user dashboard,Deployment,Critical,Completed,2026-07-01,2026-07-02,2.4,1.0,USER-01,5.9,15,1
TASK-16738,Add bulk export to CSV from the notification service,Feature,Medium,Open,2026-02-18,2026-03-18,19.1,2.0,USER-08,13.1,7,28
TASK-16891,Fix the timeout issue in the email scheduler when the network is slow,Bug Fix,Low,Completed,2026-05-23,2026-06-01,6.9,2.0,USER-25,7.1,17,9
TASK-14007,Create end-to-end test scenarios for the profile settings,Bug Fix,Medium,In Progress,2026-04-26,2026-05-04,12.0,3.0,USER-22,2.5,15,8
TASK-14718,Analyze current behavior of the checkout flow,Testing,Low,In Progress,2026-01-23,2026-02-09,5.7,8.0,USER-05,2.8,3,17
TASK-16177,Perform load testing on the analytics pipeline before release,Testing,Medium,In Progress,2026-06-29,2026-07-11,9.3,2.0,USER-09,9.2,9,12
TASK-11493,[HIGH IMPACT] Perform load testing on the file upload service before release,Testing,High,Open,2026-04-01,2026-04-07,8.4,2.0,USER-15,3.1,9,6
TASK-14206,Review recent changes made to the user dashboard,Testing,High,Open,2026-04-04,2026-04-12,4.1,2.0,USER-03,11.1,12,8
TASK-16371,Archive old logs generated by the chat widget,Maintenance,Low,In Progress,2026-05-27,2026-06-21,7.3,2.0,USER-03,11.1,12,25
TASK-12158,Add multi-language support to the landing page,Feature,Low,Completed,2026-05-31,2026-06-20,13.8,8.0,USER-06,2.8,5,20
TASK-11169,Improve error handling in the user dashboard,Maintenance,Medium,Open,2026-02-05,2026-02-11,3.5,13.0,USER-04,9.2,20,6
TASK-17322,Add multi-language support to the checkout flow,Feature,Medium,Open,2026-02-20,2026-03-14,4.5,13.0,USER-09,9.2,9,22
TASK-10232,Perform load testing on the authentication service before release,Testing,Medium,Open,2026-01-12,2026-01-20,7.9,2.0,USER-10,10.8,7,8
TASK-10066,Configure CI/CD pipeline for the billing system,Deployment,High,Completed,2026-03-09,2026-03-14,7.3,1.0,USER-16,3.2,2,5
TASK-11603,Benchmark current performance of the database layer and report findings,Research,Medium,Completed,2026-03-31,2026-04-09,3.8,1.0,USER-08,13.1,7,9
TASK-16168,Build a filtering and sorting option for the profile settings,Feature,Low,Open,2026-06-22,2026-07-02,11.4,5.0,USER-23,4.7,3,10
TASK-13283,Add multi-language support to the mobile app,Feature,Medium,Open,2026-03-17,2026-03-25,10.9,2.0,USER-08,13.1,7,8
TASK-13596,Configure CI/CD pipeline for the payment gateway,Deployment,Medium,In Progress,2026-04-11,2026-04-19,6.4,2.0,USER-22,2.5,15,8
TASK-16288,Set up automated regression tests for the landing page,Testing,Low,Completed,2026-06-21,2026-07-02,5.8,1.0,USER-09,9.2,9,11
TASK-14632,Review and improve test coverage of the login page,Testing,Low,Completed,2026-04-04,2026-04-16,5.1,1.0,USER-16,3.2,2,12
TASK-10125,Fix the timeout issue in the landing page when the network is slow,Bug Fix,Critical,Completed,2026-06-11,2026-06-16,8.6,1.0,USER-22,2.5,15,5
TASK-16229,Review recent changes made to the database layer,Testing,Medium,Open,2026-03-30,2026-04-05,7.6,2.0,USER-11,0.8,18,6
TASK-15350,Add integration tests for the analytics pipeline endpoints,Testing,Medium,Open,2026-06-12,2026-06-15,9.5,8.0,USER-12,14.6,4,3
TASK-11296,Implement pagination and lazy loading for the email scheduler,Feature,Medium,Open,2026-04-21,2026-05-22,6.6,2.0,USER-05,2.8,3,31
TASK-11976,Document the deployment steps for the mobile app,Documentation,Medium,Open,2026-01-08,2026-01-13,4.8,1.0,USER-05,2.8,3,5
TASK-17323,Review recent changes made to the authentication service,Documentation,Low,Completed,2026-03-29,2026-04-25,1.6,3.0,USER-03,11.1,12,27
TASK-17333,Check why the billing system is not working as expected,Bug Fix,High,Open,2026-01-07,2026-01-21,9.8,2.0,USER-21,9.4,8,14
TASK-12075,Perform load testing on the admin panel before release,Feature,Critical,Blocked,2026-02-12,2026-02-13,5.5,1.0,USER-23,4.7,3,1
TASK-14580,Upgrade outdated dependencies used by the report module,Bug Fix,Low,Completed,2026-02-21,2026-03-03,2.7,1.0,USER-19,6.8,7,10
TASK-15750,Research caching strategies to speed up the profile settings,Research,Low,Open,2026-03-01,2026-04-19,7.6,2.0,USER-17,4.9,20,49
TASK-17655,Create an auto-save draft feature for the checkout flow,Feature,Medium,Completed,2026-02-22,2026-04-25,8.4,2.0,USER-22,2.5,15,62
TASK-13086,Improve error handling in the search API,Feature,Low,Open,2026-03-23,2026-04-11,27.0,8.0,USER-14,3.6,18,19
TASK-17033,Archive old logs generated by the checkout flow,Maintenance,Low,Open,2026-03-07,2026-03-15,3.0,1.0,USER-01,5.9,15,8
TASK-16882,Add bulk export to CSV from the admin panel,Feature,Low,Open,2026-06-23,2026-08-23,9.9,3.0,USER-10,10.8,7,61
TASK-13345,ASAP - Patch the memory leak in the landing page background worker,Bug Fix,High,In Progress,2026-06-25,2026-06-29,3.4,13.0,USER-05,2.8,3,4
TASK-17307,Add integration tests for the checkout flow endpoints,Testing,Low,Blocked,2026-01-24,2026-02-13,2.5,1.0,USER-03,11.1,12,20
TASK-15870,Fix broken layout of the admin panel on small screens,Bug Fix,High,In Progress,2026-01-07,2026-01-10,4.6,1.0,USER-04,9.2,20,3
TASK-16506,Correct the wrong currency formatting shown on the chat widget,Bug Fix,High,Completed,2026-02-22,2026-02-25,5.4,8.0,USER-06,2.8,5,3
TASK-12797,Fix the crash in the mobile app when the user submits an empty form,Bug Fix,Critical,In Progress,2026-02-04,2026-02-06,4.0,13.0,USER-03,11.1,12,2
TASK-10918,Improve performance of the billing system,Research,Medium,Completed,2026-05-06,2026-06-02,5.0,1.0,USER-04,9.2,20,27
TASK-11646,Migrate the report module to the new cloud infrastructure,Deployment,Critical,In Progress,2026-04-10,2026-04-12,6.6,2.0,USER-24,5.8,14,2
TASK-15122,Fix the crash in the billing system when the user submits an empty form,Bug Fix,Critical,Completed,2026-02-05,2026-02-07,7.0,5.0,USER-10,10.8,7,2
TASK-15126,Add role-based access control to the authentication service,Feature,Medium,Completed,2026-06-30,2026-07-23,15.7,5.0,USER-18,8.1,15,23
TASK-14978,Clean up and reorganize the inventory module,Maintenance,Low,Completed,2026-04-12,2026-05-12,4.2,1.0,USER-16,3.2,2,30
TASK-15431,Verify the chat widget works after the latest update,Bug Fix,Critical,In Progress,2026-02-24,2026-02-26,4.1,1.0,USER-03,11.1,12,2
TASK-16842,Improve performance of the search API,Research,Medium,In Progress,2026-02-05,2026-02-13,10.4,1.0,USER-03,11.1,12,8
TASK-14621,Look into user reports about the analytics pipeline,Research,Critical,Open,2026-03-25,2026-03-27,16.0,13.0,USER-01,5.9,15,2
TASK-16809,Add multi-language support to the payment gateway,Feature,High,Open,2026-03-11,2026-04-06,16.4,1.0,USER-07,1.3,19,26
TASK-10364,Add multi-language support to the user dashboard,Feature,Medium,In Progress,2026-05-04,2026-05-27,15.4,1.0,USER-21,9.4,8,23
TASK-13287,Add multi-language support to the billing system,Feature,Low,In Progress,2026-05-06,2026-06-14,5.7,1.0,USER-17,4.9,20,39
TASK-12125,Fix the timeout issue in the admin panel when the network is slow,Bug Fix,Critical,Open,2026-04-02,2026-04-04,4.9,1.0,USER-04,9.2,20,2
